"Vector","Title","Frequency","Description","Reference Period","Unit of Measure","Value","Source"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2013","2002=100","123.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2013","2002=100","123.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2013","2002=100","123.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2013","2002=100","123.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2013","2002=100","122.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2014","2002=100","123.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2014","2002=100","124.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2014","2002=100","124.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2014","2002=100","125.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2014","2002=100","125.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2014","2002=100","125.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2014","2002=100","125.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2014","2002=100","125.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2014","2002=100","125.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2014","2002=100","125.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2014","2002=100","125.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2014","2002=100","124.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2015","2002=100","124.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2015","2002=100","125.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2015","2002=100","126.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2015","2002=100","126.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2015","2002=100","126.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2015","2002=100","127.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2015","2002=100","127.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2015","2002=100","127.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2015","2002=100","127.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2015","2002=100","127.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2015","2002=100","127.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2015","2002=100","126.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2016","2002=100","126.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2016","2002=100","127.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2016","2002=100","127.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2016","2002=100","128.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2016","2002=100","128.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2016","2002=100","129.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2016","2002=100","128.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2016","2002=100","128.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2016","2002=100","128.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2016","2002=100","129.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2016","2002=100","128.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2016","2002=100","128.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2017","2002=100","129.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2017","2002=100","129.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2017","2002=100","129.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2017","2002=100","130.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2017","2002=100","130.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2017","2002=100","130.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2017","2002=100","130.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2017","2002=100","130.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2017","2002=100","130.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2017","2002=100","130.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2017","2002=100","131.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2017","2002=100","130.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2018","2002=100","131.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2018","2002=100","132.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2018","2002=100","132.9","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2018","2002=100","133.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2018","2002=100","133.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2018","2002=100","133.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2018","2002=100","134.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2018","2002=100","134.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2018","2002=100","133.7","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2018","2002=100","134.1","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","November 2018","2002=100","133.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","December 2018","2002=100","133.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","January 2019","2002=100","133.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","February 2019","2002=100","134.5","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","March 2019","2002=100","135.4","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","April 2019","2002=100","136.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","May 2019","2002=100","136.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","June 2019","2002=100","136.3","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","July 2019","2002=100","137.0","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","August 2019","2002=100","136.8","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","September 2019","2002=100","136.2","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
"V41690973","Consumer Price Index, monthly, not seasonally adjusted","Monthly","Canada;All-items","October 2019","2002=100","136.6","<a href=""https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810000401"">18-10-0004-01</a>"
